,App,Category,Rating,Reviews,Size,Installs,Type,Price,ContentRating,Genres,LastUpdated,CurrentVer,AndroidVer,cat_ART_AND_DESIGN,cat_AUTO_AND_VEHICLES,cat_BEAUTY,cat_BOOKS_AND_REFERENCE,cat_BUSINESS,cat_COMICS,cat_COMMUNICATION,cat_DATING,cat_EDUCATION,cat_ENTERTAINMENT,cat_EVENTS,cat_FAMILY,cat_FINANCE,cat_FOOD_AND_DRINK,cat_GAME,cat_HEALTH_AND_FITNESS,cat_HOUSE_AND_HOME,cat_LIBRARIES_AND_DEMO,cat_LIFESTYLE,cat_MAPS_AND_NAVIGATION,cat_MEDICAL,cat_NEWS_AND_MAGAZINES,cat_PARENTING,cat_PERSONALIZATION,cat_PHOTOGRAPHY,cat_PRODUCTIVITY,cat_SHOPPING,cat_SOCIAL,cat_SPORTS,cat_TOOLS,cat_TRAVEL_AND_LOCAL,cat_VIDEO_PLAYERS,cat_WEATHER
1599,7349,LIFESTYLE,3.8,6554,76,500000,1,0,4,Lifestyle,20-Jun-18,9.4.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,5560,LIFESTYLE,3.7,33264,18,10000000,1,0,1,Lifestyle,15-Jun-18,6.2.1,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,4460,LIFESTYLE,4.6,34782,12,1000000,1,0,1,Lifestyle,22-Jun-18,5.2.2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,4917,LIFESTYLE,4.0,6676,6.2,1000000,1,0,1,Lifestyle,21-Feb-18,3,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,3486,LIFESTYLE,3.8,1797,6.8,100000,1,0,1,Lifestyle,27-Sep-16,2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,6800,LIFESTYLE,4.7,20304,24,500000,1,0,1,Lifestyle,31-Jul-18,4.35,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,7638,LIFESTYLE,3.9,7376,19,1000000,1,0,1,Lifestyle,11-Jan-18,5.2.2018010801-1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,5301,LIFESTYLE,4.1,49147,13,1000000,1,0,1,Lifestyle,7-May-18,2.9.5,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,8069,LIFESTYLE,4.6,69177,15,1000000,1,0,4,Lifestyle,2-Aug-17,2.7.3,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,7639,LIFESTYLE,4.2,3448,13,100000,1,0,1,Lifestyle,9-Jul-18,3.9.5,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,7640,LIFESTYLE,4.2,3788,44,1000000,1,0,1,Lifestyle,24-Jul-18,8.5.1,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,7637,LIFESTYLE,4.6,1658,9.7,100000,1,0,1,Lifestyle,31-Jul-18,2.0.9,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,6800,LIFESTYLE,4.7,20304,24,500000,1,0,1,Lifestyle,31-Jul-18,4.35,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,2362,LIFESTYLE,4.1,3309,13,500000,1,0,1,Lifestyle,5-Aug-18,10,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,1447,LIFESTYLE,3.9,987,4.5,10000,1,0,1,Lifestyle,29-Aug-17,2.0.4,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,2225,LIFESTYLE,4.0,5208,4.5,100000,1,0,4,Lifestyle,23-Nov-17,1.37,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,4260,LIFESTYLE,4.1,78298,29,5000000,1,0,1,Lifestyle,2-Aug-18,3.1.2.1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,4460,LIFESTYLE,4.6,34802,12,1000000,1,0,1,Lifestyle,22-Jun-18,5.2.2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,7672,LIFESTYLE,4.1,6808,12,500000,1,0,4,Lifestyle,5-Jun-17,3.2.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,2024,LIFESTYLE,4.1,360,4.6,10000,1,0,1,Lifestyle,30-Apr-14,1.6.2,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,6447,LIFESTYLE,4.4,16637,10,1000000,1,0,1,Lifestyle,18-Jun-17,1.8,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,3486,LIFESTYLE,3.8,1797,6.8,100000,1,0,1,Lifestyle,27-Sep-16,2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,7866,LIFESTYLE,4.3,95904,33,10000000,1,0,1,Lifestyle,30-Jul-18,4.1.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,7672,LIFESTYLE,4.1,6808,12,500000,1,0,4,Lifestyle,5-Jun-17,3.2.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,2024,LIFESTYLE,4.1,360,4.6,10000,1,0,1,Lifestyle,30-Apr-14,1.6.2,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,6447,LIFESTYLE,4.4,16637,10,1000000,1,0,1,Lifestyle,18-Jun-17,1.8,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,3486,LIFESTYLE,3.8,1797,6.8,100000,1,0,1,Lifestyle,27-Sep-16,2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,7866,LIFESTYLE,4.3,95905,33,10000000,1,0,1,Lifestyle,30-Jul-18,4.1.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,6169,LIFESTYLE,4.4,3114,13,100000,1,0,1,Lifestyle,20-Feb-18,6.1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,3228,LIFESTYLE,4.2,220,15,50000,1,0,1,Lifestyle,26-Jul-18,9.1.0,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,4287,LIFESTYLE,4.4,33,23,5000,1,0,1,Lifestyle,12-Oct-17,3.9.5,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,4249,LIFESTYLE,4.3,1533,7.7,100000,1,0,1,Lifestyle,27-Sep-16,2.2.6,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,7880,LIFESTYLE,4.0,3937,15,100000,1,0,1,Lifestyle,27-Jul-18,8.3.3,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,6674,LIFESTYLE,4.2,894,25,50000,1,0,1,Lifestyle,9-Apr-18,5.600.42,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,5441,LIFESTYLE,3.9,2042,3.0,100000,1,0,1,Lifestyle,28-Aug-15,3.1.6,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,4561,LIFESTYLE,4.4,13213,22,1000000,1,0,1,Lifestyle,28-Mar-18,5.800.04,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,1216,LIFESTYLE,4.5,10097,7.5,500000,1,0,1,Lifestyle,26-Apr-18,1.2,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,5432,LIFESTYLE,4.8,28588,24,1000000,1,0,1,Lifestyle,1-Mar-18,3.1.8,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,7675,LIFESTYLE,4.5,10544,44,1000000,1,0,1,Lifestyle,18-Jun-18,5.3,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,86,LIFESTYLE,4.5,3346,14,100000,1,0,4,Lifestyle,8-Mar-17,3.6.3,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,6109,GAME,4.5,4447388,67,100000000,1,0,2,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,6803,GAME,4.5,27722264,76,1000000000,1,0,2,Arcade,12-Jul-18,1.90.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,1894,GAME,4.4,22426677,74,500000000,1,0,1,Casual,5-Jul-18,1.129.0.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,6660,GAME,4.7,254258,23,10000000,1,0,1,Card,1-Aug-18,2.137.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,1461,GAME,4.5,148897,46,10000000,1,0,1,Casual,17-Jul-18,1.20.1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,4193,GAME,4.2,369203,24,50000000,1,0,1,Casual;Pretend Play,17-Apr-18,1.5,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,2070,GAME,4.6,23133508,97,100000000,1,0,2,Strategy,27-Jun-18,2.3.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,7015,GAME,4.3,8118609,62,500000000,1,0,1,Action,5-Jul-18,1.49.1,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,5947,GAME,4.3,10485308,24,500000000,1,0,1,Casual,25-May-18,1.4.77,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,4190,GAME,4.2,1497361,33,100000000,1,0,1,Action,9-Apr-18,1.0.6,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,1345,GAME,4.6,59800,7.8,5000000,1,0,1,Puzzle,6-Mar-18,2.9,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,605,GAME,4.4,2610526,46,100000000,1,0,1,Arcade,3-Jul-18,2.6.9,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,5881,GAME,4.4,4066989,69,100000000,1,0,2,Strategy,6-Jul-18,2.2.00,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,6670,GAME,4.5,3778921,75,100000000,1,0,1,Arcade,26-Jul-18,3.8.5.Go,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,1895,GAME,4.4,6198563,67,100000000,1,0,1,Casual,10-Jul-18,1.118.4,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,7891,GAME,4.3,10306,50,1000000,1,0,3,Action,1-Aug-18,1.0.8,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,2073,GAME,4.6,44891723,98,100000000,1,0,2,Strategy,15-Jul-18,10.322.16,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,1348,GAME,4.2,17039,4.9,5000000,1,0,1,Puzzle,13-Apr-18,2.9,2.3.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,5679,GAME,4.2,685981,37,100000000,1,0,1,Arcade,15-May-18,6.6.3,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,6835,GAME,4.5,10393,18,1000000,1,0,1,Arcade,11-Jul-18,2.2.3181,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,91,GAME,4.5,14198297,52,100000000,1,0,1,Sports,31-Jul-18,4.0.0,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,1467,GAME,4.7,1732263,78,50000000,1,0,1,Puzzle,17-Jul-18,4.8.4,3.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,7738,GAME,4.7,295241,3.9,10000000,1,0,1,Word,6-Jun-18,1.1.3,3.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,4030,GAME,4.5,1135631,59,50000000,1,0,4,Arcade,29-May-18,1.4.0.1,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,598,GAME,4.4,5566669,97,100000000,1,0,1,Arcade,24-May-18,7.9.3,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,3649,GAME,4.3,1295557,11,100000000,1,0,1,Puzzle,11-Apr-18,4,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,6123,GAME,3.8,270687,38,10000000,1,0,4,Racing,20-Jul-18,1.0.16,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,1133,GAME,4.1,68057,85,10000000,1,0,1,Casual;Creativity,30-Jul-18,1.3.7,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,1893,GAME,4.3,1300490,78,50000000,1,0,1,Puzzle,20-Jul-18,2.1.10,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,4226,GAME,4.4,8923587,63,100000000,1,0,1,Racing,2-Jul-18,1.37.2,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,5003,GAME,4.3,42053,24,10000000,1,0,1,Puzzle,21-Jun-18,4.9,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,6519,GAME,4.4,257724,69,10000000,1,0,2,Sports,25-May-18,1.4.2,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,7887,GAME,4.7,990491,75,10000000,1,0,1,Action,24-May-18,1.0.27,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,3477,GAME,4.4,7614130,70,100000000,1,0,1,Casual,26-Jul-18,5.1.8,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,3906,GAME,4.6,760628,63,10000000,1,0,1,Arcade,22-Dec-17,1.03,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,5337,GAME,4.5,9881829,99,100000000,1,0,1,Casual,3-Jul-18,3.7.2.51,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,2255,GAME,4.4,2123381,49,100000000,1,0,1,Puzzle,5-Jul-18,3.7.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,6803,GAME,4.5,27723193,76,1000000000,1,0,2,Arcade,12-Jul-18,1.90.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,6109,GAME,4.5,4447346,67,100000000,1,0,2,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,5947,GAME,4.3,10485334,24,500000000,1,0,1,Casual,25-May-18,1.4.77,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,91,GAME,4.5,14198602,52,100000000,1,0,1,Sports,31-Jul-18,4.0.0,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,2073,GAME,4.6,44891723,98,100000000,1,0,2,Strategy,15-Jul-18,10.322.16,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,1894,GAME,4.4,22428456,74,500000000,1,0,1,Casual,5-Jul-18,1.129.0.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,5881,GAME,4.4,4066980,69,100000000,1,0,2,Strategy,6-Jul-18,2.2.00,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,2176,GAME,4.5,3197865,82,100000000,1,0,1,Arcade,12-Jul-18,2.8.0,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,6457,GAME,4.6,5418675,96,100000000,1,0,1,Sports,13-Jun-18,1.751,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,5337,GAME,4.5,9881908,99,100000000,1,0,1,Casual,3-Jul-18,3.7.2.51,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,1461,GAME,4.5,148895,46,10000000,1,0,1,Casual,17-Jul-18,1.20.1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
